"date","hour","sample","sample_name","feature_name","feature_num","sample_num","cur_cover_rate","use_check_cover_rate","cur_fail_feature_count","max_fail_feature_count","sample_rate","alarm_threshold","pass","alarm","change_rate"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","#imei#","162727","162727","1.0","1.0","40","45","0.01","0.3","1","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","context_time","162727","162727","1.0","1.0","40","45","0.01","0.3","1","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","user_topapp","158930","162727","0.9766664413404044","0.969062635373088","40","45","0.01","0.3","1","0","0.007846557786627498"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","match_tagid_adid_clk_7d","49615","162727","0.30489715904551795","0.177436898273938","40","45","0.01","0.3","0","0","0.7183413484539105"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","tagid_prefix","162727","162727","1.0","1.0","40","45","0.01","0.3","1","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_click_adid_list_v1","98579","162727","0.6057937527269599","0.5889048032198085","40","45","0.01","0.3","1","0","0.02867857320030648"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","match_tagid_appid_act_7d","122341","162727","0.7518174611465829","0.6206732434755455","40","45","0.01","0.3","1","0","0.21129349307322673"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","browser_sug_query","38609","162727","0.2372624088196796","0.22932816852816096","40","45","0.01","0.3","1","0","0.03459775718979903"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","imei_appid_a_cnt_1h","20326","162727","0.12490858923227244","0.16316113723892056","40","45","0.01","0.3","1","0","0.23444644143803703"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_tagid_clkrank30","117337","162727","0.7210665716199525","0.7490776042977502","40","45","0.01","0.3","1","0","0.037394033030873554"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_realtime_download_cnt_v1","26825","162727","0.1648466449943771","0.1158115494150658","40","45","0.01","0.3","0","0","0.4234041926472352"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_active_cnt_v1","38693","162727","0.23777861080214105","0.2528932827673147","40","45","0.01","0.3","1","0","0.05976699657570814"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_combine_ctr_tagid_neg_level_1d_h","12113","162727","0.0744375549232764","0.06798657068800125","40","45","0.01","0.3","1","0","0.09488615428007856"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_realtime_click_adid_list_v1","58543","162727","0.3597620554671321","0.2449903537309195","40","45","0.01","0.3","0","0","0.46847437047366314"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","act_adid_tagid_14d","75915","162727","0.46651754164951115","0.5107617181408648","40","45","0.01","0.3","1","0","0.08662390880115137"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc2_act_combine_life_adid_seq_v1","91548","162727","0.5625864177425995","0.4020124855297939","40","45","0.01","0.3","0","0","0.399425236758984"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_clk_combine_life_adid_seq_v1","157800","162727","0.9697222956239592","0.6385788318245459","40","45","0.01","0.3","0","0","0.5185631707416154"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","union_upId","162726","162727","0.999993854738304","0.9999966027531288","40","45","0.01","0.3","1","0","2.748024160521393E-6"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_combine_ctr_tagid_ctr_cross_neg_1d_h","150526","162727","0.9250216620474784","0.9436917033150684","40","45","0.01","0.3","1","0","0.019784047270951653"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_upid_delivery_ctr_cross_neg_7d","160603","162727","0.9869474641577612","0.9628237810822357","40","45","0.01","0.3","1","0","0.02505513838514669"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","did_game_open_app_tag_count_list","106475","162727","0.6543167390783337","0.6786816631185615","40","45","0.01","0.3","1","0","0.0359003718006323"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_cross_ad_behavior","99562","162727","0.6118345449740977","0.5911945247480004","40","45","0.01","0.3","1","0","0.03491240084622782"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","video_onetrack_topkeyword","4845","162727","0.02977379291697137","0.02761396294441199","40","45","0.01","0.3","1","0","0.07821513981557832"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc2_realtime_click_adid_list_v1","48951","162727","0.3008167052793943","0.1821728678370449","40","45","0.01","0.3","0","0","0.6512706247149673"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_active_appc1_list_v1","36898","162727","0.22674786605787609","0.20629733047795867","40","45","0.01","0.3","1","0","0.09913136312785394"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","imei_appid_c_cnt_1h","65214","162727","0.4007570962409434","0.4217642659880216","40","45","0.01","0.3","1","0","0.04980784632824925"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_download_appid_list_v1","43414","162727","0.26679039126881215","0.24569564446837008","40","45","0.01","0.3","1","0","0.08585722732727466"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","match_tagid_adid_dwn_7d","32900","162727","0.20217910979739073","0.12486003314096512","40","45","0.01","0.3","0","0","0.6192460045972721"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","combine_ctr_combine_seq_last_session_duration","0","162727","0.0","0.0","40","45","0.01","0.3","0","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","user_app_usage","157637","162727","0.9687206179675162","0.9650425347183712","40","45","0.01","0.3","1","0","0.003811317239212123"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_combine_ctr_tagid_ctr_level_1d_h","94445","162727","0.5803892408758227","0.596809152172853","40","45","0.01","0.3","1","0","0.02751283427415449"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_upid_delivery_neg_level_7d","103954","162727","0.638824534342795","0.5926204906165935","40","45","0.01","0.3","1","0","0.07796565332752559"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","imei_tagid_actseq_30d","42546","162727","0.26145630411671084","0.3034309771438785","40","45","0.01","0.3","1","0","0.13833351301922103"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_act_combine_life_adid_seq_v1","109891","162727","0.6753089530317649","0.4708668816243611","40","45","0.01","0.3","0","0","0.43418231221133013"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_click_appc1_list_v1","91420","162727","0.5617998242455154","0.5324180026947639","40","45","0.01","0.3","1","0","0.05518562746195525"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","extraData","162727","162727","1.0","1.0","40","45","0.01","0.3","1","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_upid_delivery_ctr_level_7d","18192","162727","0.11179460077307392","0.39692301858792217","40","45","0.01","0.3","0","0","0.7183468946427194"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","did_game_pay_app_tag_count_list","2821","162727","0.01733578324432946","0.017073902939225675","40","45","0.01","0.3","1","0","0.01533804579046422"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","#raw_ad_id#","162727","162727","1.0","1.0","40","45","0.01","0.3","1","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appid_clkrank30","80403","162727","0.49409747614102145","0.3615644064191075","40","45","0.01","0.3","0","0","0.366554526300048"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc2_clkrank30","120976","162727","0.7434291789315848","0.490790461443032","40","45","0.01","0.3","0","0","0.5147588173285588"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_realtime_active_cnt_v1","22657","162727","0.13923319424557695","0.09792954047872984","40","45","0.01","0.3","0","0","0.4217690960759507"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_click_appc2_list_v1","91420","162727","0.5617998242455154","0.5740489312827044","40","45","0.01","0.3","1","0","0.021338088740655774"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_tagid_actrank30","42476","162727","0.26102613579799294","0.30959655270474395","40","45","0.01","0.3","1","0","0.1568829383997426"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","user_ad_behavior","93826","162727","0.5765853238860177","0.6023969860026192","40","45","0.01","0.3","1","0","0.042848259065640874"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","u_open_appc2_list_1h","143652","162727","0.8827791331493852","0.8825234913379716","40","45","0.01","0.3","1","0","2.896713956316381E-4"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_realtime_active_adid_list_v1","22626","162727","0.1390426911330019","0.09761229902931788","40","45","0.01","0.3","0","0","0.42443823694020794"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","union_devAppId","158630","162727","0.9748228628316136","0.9799510068089488","40","45","0.01","0.3","1","0","0.005233061593593381"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_r_appid_combine_ctr_label","0","162727","0.0","0.0","40","45","0.01","0.3","0","0","0.0"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_tagid_dwnrank30","56254","162727","0.3456955514450583","0.37716351624484024","40","45","0.01","0.3","1","0","0.08343321515582147"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_dw_combine_life_adid_seq_v1","124536","162727","0.7653063105692356","0.5678175108156382","40","45","0.01","0.3","0","0","0.3478032924168113"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","combine_ctr_combine_seq_last_session_search_info","5506","162727","0.03383581089800709","0.05532943638567173","40","45","0.01","0.3","0","0","0.3884663732672811"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","browser_onetrack_category","46157","162727","0.28364684410085605","0.2800353430727036","40","45","0.01","0.3","1","0","0.012896590082255485"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_download_appc2_list_v1","42073","162727","0.2585495953345173","0.2331437953250333","40","45","0.01","0.3","1","0","0.10897051741850997"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","label","11714","162727","0.07198559550658465","0.06986733434794151","40","45","0.01","0.3","1","0","0.03031833371649947"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","clk_appid_tagid_14d","157138","162727","0.9656541323812274","0.9662257231179276","40","45","0.01","0.3","1","0","5.915706061475337E-4"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","video_onetrack_author","11740","162727","0.07214537231067986","0.07199583365215623","40","45","0.01","0.3","1","0","0.0020770460030522966"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","imei_appid_d_cnt_1h","27702","162727","0.17023603950174218","0.1983516236839044","40","45","0.01","0.3","1","0","0.1417461761087852"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc2_realtime_download_cnt_v1","18719","162727","0.11503315368684976","0.08030735967626053","40","45","0.01","0.3","0","0","0.4324111034228715"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","u_open_pkg_cnt_1h","144235","162727","0.8863618207181353","0.8835562230047075","40","45","0.01","0.3","1","0","0.0031753471260570387"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","game_did_pay_pkglist","4562","162727","0.02803468385701205","0.02774781795169311","40","45","0.01","0.3","1","0","0.010338323028439471"
"2023-12-23","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","combine_ctr_combine_seq_last_session_content_info","3810","162727","0.02341344706164312","0.02818152581605353","40","45","0.01","0.3","1","0","0.16919164652519575"
