"date","hour","sample","sample_name","feature_name","feature_num","sample_num","cur_cover_rate","use_check_cover_rate","cur_fail_feature_count","max_fail_feature_count","sample_rate","alarm_threshold","pass","alarm","change_rate"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_click_appc2_list_v1","73183","140319","0.5215473314376528","0.5373532265085562","35","45","0.01","0.3","1","0","0.02941434849773213"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc1_realtime_click_cnt_v1","42301","140319","0.30146309480540767","0.233858811890983","35","45","0.01","0.3","1","0","0.28908161453389863"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","label","10300","140319","0.0734041719225479","0.06399083897088785","35","45","0.01","0.3","1","0","0.14710438405007595"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_active_appid_list_v1","26825","140319","0.19117154483712112","0.22845110945732244","35","45","0.01","0.3","1","0","0.16318399463569083"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","video_onetrack_author","10422","140319","0.07427361939580528","0.07199606703628617","35","45","0.01","0.3","1","0","0.03163439967312687"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","clk_adid_tagid_14d","135339","140319","0.9645094392063798","0.9551087349847251","35","45","0.01","0.3","1","0","0.009842548683009338"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","video_onetrack_topkeyword","4116","140319","0.029333162294486136","0.02759057897694328","35","45","0.01","0.3","1","0","0.06315863538054371"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_appc2_realtime_click_cnt_v1","35572","140319","0.2535080780222208","0.1685510424733722","35","45","0.01","0.3","0","0","0.5040433704957367"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","imei_info","140319","140319","1.0","1.0","35","45","0.01","0.3","1","0","0.0"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","realtime_active_appc2_list_v1","25134","140319","0.1791204327282834","0.2141944141542109","35","45","0.01","0.3","1","0","0.16374834780087072"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","u_open_pkg_list_1h","124119","140319","0.8845487781412353","0.8848797698291608","35","45","0.01","0.3","1","0","3.740527235574613E-4"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_combine_ctr_tagid_ctr_cross_neg_1d_h","130767","140319","0.9319265388151284","0.9542901874599348","35","45","0.01","0.3","1","0","0.0234348513048557"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","map_r_appid_combine_ctr_label","0","140319","0.0","0.0","35","45","0.01","0.3","0","0","0.0"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","user_act_behavior","100819","140319","0.7184985639863454","0.7278145836033807","35","45","0.01","0.3","1","0","0.012799990309224202"
"2023-12-21","20","MergeUnionSampleRTV1","MergeUnionSampleRTV1","ocpxDidRealTimeRecentListHash","55003","140319","0.39198540468503906","0.4062837496321473","35","45","0.01","0.3","1","0","0.03519300232917027"
